Livro,Capítulo,Verso,Antes,Depois
Lc,8,16,"Ninguém, pois, acesa uma lâmpada<f>[1]</f>, a esconde, mas põe<i>-na</i> sobre um suporte de lâmpada<f>[2]</f>, para que os que entram, vejam a luz.","Ninguém, pois, acesa uma lâmpada<f>[1]</f>, a esconde, mas põe<n>[-na]</n> sobre um suporte de lâmpada<f>[2]</f>, para que os que entram, vejam a luz."
Lc,8,17,"Porque não está nada oculto que não chegará a ser manifestado, nem secreto o que <i>não</i> será conhecido e vir para <i>ser</i> manifestado.<pb/>","Porque não está nada oculto que não chegará a ser manifestado, nem secreto o que <n>[não]</n> será conhecido e vir para <n>[ser]</n> manifestado.<pb/>"
Lc,8,22,"Aconteceu, pois, em um dos dias, que embarcou num barco, <i>ele</i> e os seus discípulos, e disse para eles: Passemos para o outro lado do lago. E fizeram‑se ao mar<f>[1]</f>.","Aconteceu, pois, em um dos dias, que embarcou num barco, <n>[ele]</n> e os seus discípulos, e disse para eles: Passemos para o outro lado do lago. E fizeram‑se ao mar<f>[1]</f>."
Lc,8,23,"Navegando, pois, <i>eles</i>, adormeceu. E desceu uma rajada de vento<f>[1]</f> para o lago, e o barco se enchia de água<f>[2]</f>, e estavam em perigo<f>[3]</f>.","Navegando, pois, <n>[eles]</n>, adormeceu. E desceu uma rajada de vento<f>[1]</f> para o lago, e o barco se enchia de água<f>[2]</f>, e estavam em perigo<f>[3]</f>."
Lc,8,25,"Disse, pois, a eles: Onde está a vossa fé? Temendo, pois, se maravilharam, dizendo uns para os outros: Quem, então, é este, que também <i>a</i>os ventos e à água ordena, e lhe obedecem?<pb/>","Disse, pois, a eles: Onde está a vossa fé? Temendo, pois, se maravilharam, dizendo uns para os outros: Quem, então, é este, que também <n>[a]</n>os ventos e à água ordena, e lhe obedecem?<pb/>"
Lc,8,26,"E navegaram<f>[1]</f> para a região<f>[2]</f> dos gadarenos<f>[3]</f>, que está <i>do lado</i> oposto de Galiléia.","E navegaram<f>[1]</f> para a região<f>[2]</f> dos gadarenos<f>[3]</f>, que está <n>[do lado]</n> oposto de Galiléia."
Lc,8,28,"Vendo <i>ele</i>, pois, Jesus, gritou<f>[1]</f> e prostrou‑se diante dele, e com alta voz disse: Que tenho eu contigo, Jesus, Filho do Deus altíssimo? Rogo‑te, não me atormentes!","Vendo <n>[ele]</n>, pois, Jesus, gritou<f>[1]</f> e prostrou‑se diante dele, e com alta voz disse: Que tenho eu contigo, Jesus, Filho do Deus altíssimo? Rogo‑te, não me atormentes!"
Lc,8,32,"Agora, pois, <i>estava</i> ali uma manada de muitos porcos pastando no monte. E rogaram‑lhe que lhes permitisse entrar naqueles<f>[1]</f>. E lh<i>o</i> permitiu.","Agora, pois, <n>[estava]</n> ali uma manada de muitos porcos pastando no monte. E rogaram‑lhe que lhes permitisse entrar naqueles<f>[1]</f>. E lh<n>[o]</n> permitiu."
Lc,8,34,"Vendo, pois, os pastores o que acontecera, fugiram e anunciaram<i>‑no</i> na cidade e nos sítios<f>[1]</f>.","Vendo, pois, os pastores o que acontecera, fugiram e anunciaram<n>[‑no]</n> na cidade e nos sítios<f>[1]</f>."
Lc,8,35,"Saíram, pois, <i>a</i> ver o que acontecera, e chegaram para Jesus, e acharam o homem de quem os demônios haviam saído, vestido e sensato, sentado aos pés de Jesus; e temeram.","Saíram, pois, <n>[a]</n> ver o que acontecera, e chegaram para Jesus, e acharam o homem de quem os demônios haviam saído, vestido e sensato, sentado aos pés de Jesus; e temeram."
Lc,8,36,"Anunciaram‑lhes, pois, os que <i>o</i> haviam visto, como fora curado o endemoninhado.","Anunciaram‑lhes, pois, os que <n>[o]</n> haviam visto, como fora curado o endemoninhado."
Lc,8,37,"E pediu‑lhe toda a multidão da circunvizinhança dos gadarenos que saísse<f>[1]</f> deles, porque estavam tomados de grande temor. <i>Ele</i>, pois, embarcando no<f>[2]</f> barco, voltou.","E pediu‑lhe toda a multidão da circunvizinhança dos gadarenos que saísse<f>[1]</f> deles, porque estavam tomados de grande temor. <n>[Ele]</n>, pois, embarcando no<f>[2]</f> barco, voltou."
Lc,8,38,"Rogou‑lhe, pois, o homem de quem haviam saído os demônios, que <i>pudesse</i> estar com ele. Demitiu‑o<f>[1]</f>, pois, dizendo:","Rogou‑lhe, pois, o homem de quem haviam saído os demônios, que <n>[pudesse]</n> estar com ele. Demitiu‑o<f>[1]</f>, pois, dizendo:"
Lc,8,39,"Volta para a tua casa, e relata quais <i>coisas</i> Deus te fez. E foi por toda a cidade, proclamando quais <i>coisas</i> lhe fez Jesus.<pb/>","Volta para a tua casa, e relata quais <n>[coisas]</n> Deus te fez. E foi por toda a cidade, proclamando quais <n>[coisas]</n> lhe fez Jesus.<pb/>"
Lc,8,41,"E, veja, veio um homem cujo nome <i>era</i> Jaïro<f>[1]</f> (e esse era príncipe<f>[2]</f> da sinagoga) e, caindo aos pés de Jesus, rogou‑lhe a entrar para a sua casa;","E, veja, veio um homem cujo nome <n>[era]</n> Jaïro<f>[1]</f> (e esse era príncipe<f>[2]</f> da sinagoga) e, caindo aos pés de Jesus, rogou‑lhe a entrar para a sua casa;"
Lc,8,45,"E disse Jesus: Quem me tocou? Negando, pois, todos, disse Pedro [e os <i>que</i> com ele<i>estavam</i>]: Mestre, as multidões te apertam e oprimem; [e dizes: Quem me tocou?]","E disse Jesus: Quem me tocou? Negando, pois, todos, disse Pedro [e os <n>[que]</n> com ele<n>[estavam]</n>]: Mestre, as multidões te apertam e oprimem; [e dizes: Quem me tocou?]"
Lc,8,46,"Jesus, pois, disse: Alguém me tocou; porque <i>eu</i> conheci que poder saiu de mim.","Jesus, pois, disse: Alguém me tocou; porque <n>[eu]</n> conheci que poder saiu de mim."
Lc,8,50,"Jesus, pois, ouvindo<i>‑o</i>, respondeu‑lhe[, dizendo]: Não temas; somente crê, e será salva.","Jesus, pois, ouvindo<n>[‑o]</n>, respondeu‑lhe[, dizendo]: Não temas; somente crê, e será salva."
Lc,8,51,"Chegando, pois, para a casa, não permitiu <i>a</i> ninguém entrar<f>[1]</f> senão <i>a</i> Pedro e João e Tiago, e <i>a</i>o pai da menina e à mãe.","Chegando, pois, para a casa, não permitiu <n>[a]</n> ninguém entrar<f>[1]</f> senão <n>[a]</n> Pedro e João e Tiago, e <n>[a]</n>o pai da menina e à mãe."
Lc,8,54,"<i>Ele</i>, pois,<f>[1]</f> segurando a sua mão, exclamou, dizendo: Menina<f>[2]</f>, levanta<i>-te</i>!","<n>[Ele]</n>, pois,<f>[1]</f> segurando a sua mão, exclamou, dizendo: Menina<f>[2]</f>, levanta<n>[-te]</n>!"
Lc,8,55,"E voltou o seu espírito, e <i>se</i> levantou imediatamente; e mandou dar‑lhe de comer.","E voltou o seu espírito, e <n>[se]</n> levantou imediatamente; e mandou dar‑lhe de comer."
Lc,9,1,"E tendo convocado os doze<f>[1]</f>, deu‑lhes poder e autoridade sobre todos os demônios e <i>para</i> curarem doenças;","E tendo convocado os doze<f>[1]</f>, deu‑lhes poder e autoridade sobre todos os demônios e <n>[para]</n> curarem doenças;"
Lc,9,7,"Ouviu, pois, Herodes, o tetrarca<f>[1]</f>, as <i>coisas</i> todas acontecendo, e ficou todo perplexo<f>[2]</f> pelo ser dito por alguns que João ressuscitara d<i>os</i> mortos;","Ouviu, pois, Herodes, o tetrarca<f>[1]</f>, as <n>[coisas]</n> todas acontecendo, e ficou todo perplexo<f>[2]</f> pelo ser dito por alguns que João ressuscitara d<n>[os]</n> mortos;"
Lc,9,9,"Disse, pois, Herodes<f>[1]</f>: João <i>eu</i> decapitei; quem, pois, é este sobre quem ouço tais <i>coisas</i>? E procurava vê‑lo.<pb/>","Disse, pois, Herodes<f>[1]</f>: João <n>[eu]</n> decapitei; quem, pois, é este sobre quem ouço tais <n>[coisas]</n>? E procurava vê‑lo.<pb/>"
Lc,9,10,"E tendo voltado, os apóstolos contaram‑lhe todas <i>as coisas</i> que fizeram. E tomando‑os, retirou‑se à parte para uma cidade chamada Betsaida<f>[1]</f>.","E tendo voltado, os apóstolos contaram‑lhe todas <n>[as coisas]</n> que fizeram. E tomando‑os, retirou‑se à parte para uma cidade chamada Betsaida<f>[1]</f>."
Lc,9,11,"As multidões, pois, sabendo<i>‑o</i>, seguiram‑no; e recebendo‑as, falou‑lhes sobre o reino de Deus, e os que necessitavam de cura, sanava.<pb/>","As multidões, pois, sabendo<n>[‑o]</n>, seguiram‑no; e recebendo‑as, falou‑lhes sobre o reino de Deus, e os que necessitavam de cura, sanava.<pb/>"
Lc,9,12,"O dia, pois, começava a declinar; aproximando‑se, pois, os doze, disse‑lhes: Demiti a multidão, para que, indo<f>[1]</f> para as aldeias e <i>aos</i> sítios ao redor, se hospedem<f>[2]</f>, e achem provisões, porque estamos em lugar ermo.","O dia, pois, começava a declinar; aproximando‑se, pois, os doze, disse‑lhes: Demiti a multidão, para que, indo<f>[1]</f> para as aldeias e <n>[aos]</n> sítios ao redor, se hospedem<f>[2]</f>, e achem provisões, porque estamos em lugar ermo."
Lc,9,13,"Disse, pois, para eles: Dai‑lhes <i>vós</i> de comer. Eles, pois, disseram: Não temos mais<f>[1]</f> do que cinco pães e dois peixes, a não ser que, indo, compremos alimentos para todo este povo.","Disse, pois, para eles: Dai‑lhes <n>[vós]</n> de comer. Eles, pois, disseram: Não temos mais<f>[1]</f> do que cinco pães e dois peixes, a não ser que, indo, compremos alimentos para todo este povo."
Lc,9,14,"Porque eram cerca de cinco mil homens. Disse, pois, para os seus discípulos: Fazei‑os reclinar‑se <i>em</i> grupos de cerca de<f>[1]</f> cinqüenta.","Porque eram cerca de cinco mil homens. Disse, pois, para os seus discípulos: Fazei‑os reclinar‑se <n>[em]</n> grupos de cerca de<f>[1]</f> cinqüenta."
Lc,9,16,"Tomando, pois, os cinco pães e os dois peixes, olhando para o céu, abençoou‑os e partiu, e deu <i>a</i>os discípulos <i>para</i> porem diante<f>[1]</f> da multidão.","Tomando, pois, os cinco pães e os dois peixes, olhando para o céu, abençoou‑os e partiu, e deu <n>[a]</n>os discípulos <n>[para]</n> porem diante<f>[1]</f> da multidão."
Lc,9,21,"Ele, pois, advertiu‑os <i>seriamente</i>, e mandou não contar isso a ninguém,","Ele, pois, advertiu‑os <n>[seriamente]</n>, e mandou não contar isso a ninguém,"
Lc,9,22,"dizendo, que seria necessário o Filho do homem sofrer muitas <i>coisas</i>, e ser rejeitado pelos<f>[1]</f> presbíteros e sumo sacerdotes e escribas, e ser morto, e, <i>a</i>o terceiro dia, ser ressuscitado.<pb/>","dizendo, que seria necessário o Filho do homem sofrer muitas <n>[coisas]</n>, e ser rejeitado pelos<f>[1]</f> presbíteros e sumo sacerdotes e escribas, e ser morto, e, <n>[a]</n>o terceiro dia, ser ressuscitado.<pb/>"
Lc,9,23,"Disse, pois, para todos: Se alguém quer ir<f>[1]</f> após mim, <i>que</i> negue a si mesmo, e tome a sua cruz diariamente<f>[2]</f>, e siga‑me.","Disse, pois, para todos: Se alguém quer ir<f>[1]</f> após mim, <n>[que]</n> negue a si mesmo, e tome a sua cruz diariamente<f>[2]</f>, e siga‑me."
Lc,9,25,"Porque que aproveita <i>ao</i> homem, ganhando o mundo todo, pois, a si mesmo, perder ou prejudicar?","Porque que aproveita <n>[ao]</n> homem, ganhando o mundo todo, pois, a si mesmo, perder ou prejudicar?"
Lc,9,26,"Porque qualquer que se envergonhar de mim e de minhas palavras<f>[1]</f>, desse o Filho do homem envergonhar-se-á, quando vier na sua glória e <i>na</i> do Pai e dos santos anjos.","Porque qualquer que se envergonhar de mim e de minhas palavras<f>[1]</f>, desse o Filho do homem envergonhar-se-á, quando vier na sua glória e <n>[na]</n> do Pai e dos santos anjos."
Lc,9,27,"Digo‑vos, pois, em verdade: Há<f>[1]</f> alguns dos que aqui estão, que <i>não</i> provarão<f>[2]</f> <i>a</i> morte até que hajam visto o reino de Deus.<pb/>","Digo‑vos, pois, em verdade: Há<f>[1]</f> alguns dos que aqui estão, que <n>[não]</n> provarão<f>[2]</f> <n>[a]</n> morte até que hajam visto o reino de Deus.<pb/>"
Lc,9,28,"Aconteceu, pois, cerca de oito dias depois dessas palavras<f>[1]</f>, que, tomando Pedro e João e Tiago, subiu para o monte <i>para</i> orar.","Aconteceu, pois, cerca de oito dias depois dessas palavras<f>[1]</f>, que, tomando Pedro e João e Tiago, subiu para o monte <n>[para]</n> orar."
Lc,9,32,"Pedro, pois, e os <i>que estavam</i> com ele foram oprimidos de sono; acordando, pois, plenamente, viram a sua glória, e os dois homens estando com ele.","Pedro, pois, e os <n>[que estavam]</n> com ele foram oprimidos de sono; acordando, pois, plenamente, viram a sua glória, e os dois homens estando com ele."
Lc,9,34,"Ele dizendo, pois, essas <i>coisas</i>,<f>[1]</f> veio uma nuvem<f>[2]</f> e sombreou‑os<f>[3]</f>; temeram, pois, eles ao entrarem na<f>[4]</f> nuvem.","Ele dizendo, pois, essas <n>[coisas]</n>,<f>[1]</f> veio uma nuvem<f>[2]</f> e sombreou‑os<f>[3]</f>; temeram, pois, eles ao entrarem na<f>[4]</f> nuvem."
Lc,9,36,"E ao acontecer a voz, foi achado Jesus só. E <i>eles</i> calaram‑se, e a ninguém anunciaram, naqueles dias, nada do que haviam visto.<pb/>","E ao acontecer a voz, foi achado Jesus só. E <n>[eles]</n> calaram‑se, e a ninguém anunciaram, naqueles dias, nada do que haviam visto.<pb/>"
Lc,9,40,"E obsecrei os teus discípulos para que o expulsassem, e não <i>o</i> podiam.","E obsecrei os teus discípulos para que o expulsassem, e não <n>[o]</n> podiam."
Lc,9,43,"Pasmaram‑se, pois, todos sobre a majestade<f>[1]</f> de Deus.Todos, pois, maravilhando‑se sobre todas <i>as coisas</i> que fazia<f>[2]</f>, disse para os seus discípulos:","Pasmaram‑se, pois, todos sobre a majestade<f>[1]</f> de Deus.Todos, pois, maravilhando‑se sobre todas <n>[as coisas]</n> que fazia<f>[2]</f>, disse para os seus discípulos:"
Lc,9,44,Ponde vós nos<f>[1]</f> vossos ouvidos estas palavras<f>[2]</f>! Porque o Filho do homem está prestes a ser entregue<f>[3]</f> n<i>as</i> mãos d<i>os</i> homens.,Ponde vós nos<f>[1]</f> vossos ouvidos estas palavras<f>[2]</f>! Porque o Filho do homem está prestes a ser entregue<f>[3]</f> n<n>[as]</n> mãos d<n>[os]</n> homens.
Lc,9,46,"Suscedeu, pois, uma cogitação entre eles <i>sobre</i> quem seria <i>o</i> maior deles.","Suscedeu, pois, uma cogitação entre eles <n>[sobre]</n> quem seria <n>[o]</n> maior deles."
Lc,9,47,"Jesus, pois, vendo<f>[1]</f> a cogitação dos seus corações, tomando uma criança<f>[2]</f>, a pôs <i>de pé</i> ao seu lado,","Jesus, pois, vendo<f>[1]</f> a cogitação dos seus corações, tomando uma criança<f>[2]</f>, a pôs <n>[de pé]</n> ao seu lado,"
Lc,9,48,"e disse‑lhes: Qualquer que recebe esta criança em<f>[1]</f> meu nome, <i>me</i> recebe; e qualquer que <i>me</i> recebe, recebe aquele que me enviou; porque quem é o menor entre todos vós, esse é grande.<pb/>","e disse‑lhes: Qualquer que recebe esta criança em<f>[1]</f> meu nome, <n>[me]</n> recebe; e qualquer que <n>[me]</n> recebe, recebe aquele que me enviou; porque quem é o menor entre todos vós, esse é grande.<pb/>"
Lc,9,49,"Respondendo, pois, João disse: Mestre<f>[1]</f>, vimos alguém expulsar demônios em<f>[2]</f> teu nome, e lh<i>o</i> proibimos, porque não segue conosco.","Respondendo, pois, João disse: Mestre<f>[1]</f>, vimos alguém expulsar demônios em<f>[2]</f> teu nome, e lh<n>[o]</n> proibimos, porque não segue conosco."
Lc,9,50,"Disse, pois, para ele Jesus: Não <i>o</i> proibais; porque quem não é contra vós, é por vós.<pb/>","Disse, pois, para ele Jesus: Não <n>[o]</n> proibais; porque quem não é contra vós, é por vós.<pb/>"
Lc,9,51,"Aconteceu, pois, ao serem cumpridos os dias da sua assunção, que <i>ele</i> firmou o seu rosto<f>[1]</f> <i>de</i> ir para Jerusalém,","Aconteceu, pois, ao serem cumpridos os dias da sua assunção, que <n>[ele]</n> firmou o seu rosto<f>[1]</f> <n>[de]</n> ir para Jerusalém,"
Lc,9,54,"Vendo<i>-o</i>, pois, os discípulos Tiago e João, disseram: Senhor, queres que mandemos descer<f>[1]</f> fogo do céu e consumi-los, [como também Elias fez]?","Vendo<n>[-o]</n>, pois, os discípulos Tiago e João, disseram: Senhor, queres que mandemos descer<f>[1]</f> fogo do céu e consumi-los, [como também Elias fez]?"
Lc,9,60,"Disse‑lhe, pois [Jesus]: Deixa os mortos sepultar os <i>seus</i> próprios mortos; <i>tu</i>, pois, indo, anuncia o reino de Deus.","Disse‑lhe, pois [Jesus]: Deixa os mortos sepultar os <n>[seus]</n> próprios mortos; <n>[tu]</n>, pois, indo, anuncia o reino de Deus."
Lc,10,1,"E depois<f>[1]</f> dessas <i>coisas</i>, designou o Senhor outros setenta<f>[2]</f>, e enviou‑os de dois em dois diante da sua face para toda cidade e lugar aonde ele mesmo estava prestes a ir<f>[3]</f>.","E depois<f>[1]</f> dessas <n>[coisas]</n>, designou o Senhor outros setenta<f>[2]</f>, e enviou‑os de dois em dois diante da sua face para toda cidade e lugar aonde ele mesmo estava prestes a ir<f>[3]</f>."
Lc,10,2,"Disse, pois<f>[1]</f>, para eles: Realmente a colheita <i>é</i> grande, os trabalhadores, pois, <i>são</i> poucos. Rogai<f>[2]</f>, então, ao senhor da colheita que mande trabalhadores para a sua colheita.","Disse, pois<f>[1]</f>, para eles: Realmente a colheita <n>[é]</n> grande, os trabalhadores, pois, <n>[são]</n> poucos. Rogai<f>[2]</f>, então, ao senhor da colheita que mande trabalhadores para a sua colheita."
Lc,10,5,"Em qualquer casa, pois, <i>onde</i> entrardes, primeiro dizei: Paz a esta casa!","Em qualquer casa, pois, <n>[onde]</n> entrardes, primeiro dizei: Paz a esta casa!"
Lc,10,7,"Naquela mesma casa, pois, ficai, comendo e bebendo as <i>coisas</i> com eles; porque digno <i>é</i> o trabalhador do seu salário. Não mudeis de casa para casa.","Naquela mesma casa, pois, ficai, comendo e bebendo as <n>[coisas]</n> com eles; porque digno <n>[é]</n> o trabalhador do seu salário. Não mudeis de casa para casa."
Lc,10,8,"E em qualquer cidade <i>onde</i> entrardes, e vos receberem, comei as <i>coisas</i> sendo postas diante<f>[1]</f> de vós,","E em qualquer cidade <n>[onde]</n> entrardes, e vos receberem, comei as <n>[coisas]</n> sendo postas diante<f>[1]</f> de vós,"
Lc,10,10,"Em qualquer cidade, pois, <i>onde</i> entrardes, e não vos receberem, saindo para as ruas dela, dizei:","Em qualquer cidade, pois, <n>[onde]</n> entrardes, e não vos receberem, saindo para as ruas dela, dizei:"
Lc,10,11,"Até o pó da vossa cidade, colado <i>em</i> nós nos pés<f>[1]</f>, sacudimos <i>contra</i> vós; entretanto, sabei isto, que tem se aproximado<f>[2]</f> o reino de Deus.","Até o pó da vossa cidade, colado <n>[em]</n> nós nos pés<f>[1]</f>, sacudimos <n>[contra]</n> vós; entretanto, sabei isto, que tem se aproximado<f>[2]</f> o reino de Deus."
Lc,10,12,"Digo-vos que <i>para</i> Sodoma<f>[1]</f>, naquele dia, será mais tolerável<f>[2]</f> do que <i>para</i> aquela cidade.<pb/>","Digo-vos que <n>[para]</n> Sodoma<f>[1]</f>, naquele dia, será mais tolerável<f>[2]</f> do que <n>[para]</n> aquela cidade.<pb/>"
Lc,10,13,"Ai de ti, Corazim<f>[1]</f>! Ai de ti, Betsaida<f>[2]</f>! Porque se em Tiro e Sidom tivessem acontecido os milagres<f>[3]</f> acontecendo em ti, há tempo, sentando<i>-se</i> em saco<f>[4]</f> e cinzas, teriam se arrependido.","Ai de ti, Corazim<f>[1]</f>! Ai de ti, Betsaida<f>[2]</f>! Porque se em Tiro e Sidom tivessem acontecido os milagres<f>[3]</f> acontecendo em ti, há tempo, sentando<n>[-se]</n> em saco<f>[4]</f> e cinzas, teriam se arrependido."
Lc,10,14,"Entretanto, <i>para</i> Tiro e Sidom será mais tolerável no julgamento do que <i>para</i> vós.","Entretanto, <n>[para]</n> Tiro e Sidom será mais tolerável no julgamento do que <n>[para]</n> vós."
Lc,10,15,"E <i>tu</i>, Cafarnaum, exaltada até <i>o</i> céu<f>[1]</f>, até o hades serás derrubada<f>[2]</f>.<pb/>","E <n>[tu]</n>, Cafarnaum, exaltada até <n>[o]</n> céu<f>[1]</f>, até o hades serás derrubada<f>[2]</f>.<pb/>"
Lc,10,18,"Disse‑lhes, pois: <i>Eu</i> via Satanás como um relâmpago caindo do céu.","Disse‑lhes, pois: <n>[Eu]</n> via Satanás como um relâmpago caindo do céu."
Lc,10,19,"Vede, vos dou<f>[1]</f> autoridade <i>para</i> pisar em cima de serpentes e escorpiões, e <i>autoridade</i> sobre todo o poder do inimigo, e nada vos danificará de forma alguma<f>[2]</f>.","Vede, vos dou<f>[1]</f> autoridade <n>[para]</n> pisar em cima de serpentes e escorpiões, e <n>[autoridade]</n> sobre todo o poder do inimigo, e nada vos danificará de forma alguma<f>[2]</f>."
Lc,10,21,"Na mesma hora, exultou<f>[1]</f> <i>n</i>o<f>[2]</f> espírito<f>[3]</f> e disse: Te louvo<f>[4]</f>, Pai, Senhor do céu e da terra, porque ocultaste essas <i>coisas</i> a sábios e entendidos<f>[5]</f>, e as revelaste a pequeninos<f>[6]</f>. Sim, Pai, porque assim foi agradável perante ti.","Na mesma hora, exultou<f>[1]</f> <n>[n]</n>o<f>[2]</f> espírito<f>[3]</f> e disse: Te louvo<f>[4]</f>, Pai, Senhor do céu e da terra, porque ocultaste essas <n>[coisas]</n> a sábios e entendidos<f>[5]</f>, e as revelaste a pequeninos<f>[6]</f>. Sim, Pai, porque assim foi agradável perante ti."
Lc,10,22,"<f>[1]</f>Todas <i>as coisas</i> me foram dadas por meu Pai, e ninguém reconhece quem é o Filho senão o Pai, e quem é o Pai senão o Filho e aquele a quem o Filho o quiser revelar.<pb/>","<f>[1]</f>Todas <n>[as coisas]</n> me foram dadas por meu Pai, e ninguém reconhece quem é o Filho senão o Pai, e quem é o Pai senão o Filho e aquele a quem o Filho o quiser revelar.<pb/>"
Lc,10,23,"E voltando‑se para os discípulos em particular<f>[1]</f>, disse: Bem‑aventurados<f>[2]</f> os olhos que vêem as <i>coisas</i> que vedes!","E voltando‑se para os discípulos em particular<f>[1]</f>, disse: Bem‑aventurados<f>[2]</f> os olhos que vêem as <n>[coisas]</n> que vedes!"
Lc,10,24,"Porque digo‑vos que muitos profetas e reis desejaram ver as <i>coisas</i> que <i>vós</i> vedes, e não <i>as</i> viram, e ouvir as <i>coisas</i> que ouvis, e não <i>as</i> ouviram.<pb/>","Porque digo‑vos que muitos profetas e reis desejaram ver as <n>[coisas]</n> que <n>[vós]</n> vedes, e não <n>[as]</n> viram, e ouvir as <n>[coisas]</n> que ouvis, e não <n>[as]</n> ouviram.<pb/>"
Lc,10,27,"Ele, pois, respondendo, disse: “Amarás <i>ao</i> Senhor, teu Deus, de todo o teu coração, e com<f>[1]</f> toda a tua alma, e com toda a tua força, e com todo o teu entendimento<f>[2]</f>, e <i>a</i>o teu próximo como a ti mesmo”<f>[3]</f>.","Ele, pois, respondendo, disse: “Amarás <n>[ao]</n> Senhor, teu Deus, de todo o teu coração, e com<f>[1]</f> toda a tua alma, e com toda a tua força, e com todo o teu entendimento<f>[2]</f>, e <n>[a]</n>o teu próximo como a ti mesmo”<f>[3]</f>."
Lc,10,30,"Replicando[, pois], Jesus disse: Certo homem descia de Jerusalém para Jericó<f>[1]</f>, e caiu n<i>as mãos de</i> salteadores<f>[2]</f>, que o despiram<f>[3]</f> e, infligindo <i>lhe</i> pancadas<f>[4]</f>, foram embora<f>[5]</f>, deixando<i>‑o</i> semimorto.","Replicando[, pois], Jesus disse: Certo homem descia de Jerusalém para Jericó<f>[1]</f>, e caiu n<n>[as mãos de]</n> salteadores<f>[2]</f>, que o despiram<f>[3]</f> e, infligindo <n>[lhe]</n> pancadas<f>[4]</f>, foram embora<f>[5]</f>, deixando<n>[‑o]</n> semimorto."
Lc,10,33,"Certo samaritano<f>[1]</f>, pois, viajando, veio a ele e, vendo<i>-o</i>, foi comovido <i>interiormente</i><f>[2]</f>;<i></i>","Certo samaritano<f>[1]</f>, pois, viajando, veio a ele e, vendo<n>[-o]</n>, foi comovido <n>[interiormente]</n><f>[2]</f>;<n>[]</n>"
Lc,10,34,"e, aproximando‑se, atou as suas feridas, derramando azeite<f>[1]</f> e vinho; pondo‑o sobre o <i>seu</i> próprio animal, levou‑o para uma estalagem e cuidou dele.","e, aproximando‑se, atou as suas feridas, derramando azeite<f>[1]</f> e vinho; pondo‑o sobre o <n>[seu]</n> próprio animal, levou‑o para uma estalagem e cuidou dele."
Lc,10,35,"E na manhã<f>[1]</f>, tirando dois denários<f>[2]</f>, <i>os</i> deu ao estalajadeiro, e disse[‑lhe]: Cuide dele, e o que for que gastares a mais<f>[3]</f>, <i>eu</i>, ao eu retornar, te pagarei.","E na manhã<f>[1]</f>, tirando dois denários<f>[2]</f>, <n>[os]</n> deu ao estalajadeiro, e disse[‑lhe]: Cuide dele, e o que for que gastares a mais<f>[3]</f>, <n>[eu]</n>, ao eu retornar, te pagarei."
Lc,10,36,"Quem[, então,] desses três, te parece ter sido o próximo daquele que caiu n<i>as mãos</i> dos salteadores?","Quem[, então,] desses três, te parece ter sido o próximo daquele que caiu n<n>[as mãos]</n> dos salteadores?"
Lc,10,37,"Ele, pois, disse: O que fez a misericórdia com ele. Disse‑lhe, pois<f>[1]</f>, Jesus: Vai, e faze <i>tu</i> igual.<pb/>","Ele, pois, disse: O que fez a misericórdia com ele. Disse‑lhe, pois<f>[1]</f>, Jesus: Vai, e faze <n>[tu]</n> igual.<pb/>"
Lc,10,39,"E essa tinha uma irmã, chamada Maria, que também, sentando<i>-se</i> aos pés de Jesus<f>[1]</f>, ouvia a sua palavra<f>[2]</f>.","E essa tinha uma irmã, chamada Maria, que também, sentando<n>[-se]</n> aos pés de Jesus<f>[1]</f>, ouvia a sua palavra<f>[2]</f>."
Lc,10,40,"Marta, pois, estava distraída com muito serviço; aproximando‑se, pois, disse: Senhor, não te incomoda que a minha irmã me deixou sozinha <i>para</i> servir? Dize‑lhe, então, que me ajude.","Marta, pois, estava distraída com muito serviço; aproximando‑se, pois, disse: Senhor, não te incomoda que a minha irmã me deixou sozinha <n>[para]</n> servir? Dize‑lhe, então, que me ajude."
Lc,10,41,"Respondendo, pois, disse‑lhe Jesus<f>[1]</f>: Marta, Marta! <i>Está</i> cuidadosa e turbada sobre muitas <i>coisas</i>;","Respondendo, pois, disse‑lhe Jesus<f>[1]</f>: Marta, Marta! <n>[Está]</n> cuidadosa e turbada sobre muitas <n>[coisas]</n>;"
Lc,10,42,"<i>de</i> <i>uma</i>, pois, está necessitando. Porque Maria<f>[1]</f> escolheu a boa parte, que não lhe será tirada.","<n>[de]</n> <n>[uma]</n>, pois, está necessitando. Porque Maria<f>[1]</f> escolheu a boa parte, que não lhe será tirada."
Lc,11,1,"E aconteceu, ao estar ele num certo lugar orando, quando cessou, disse um dos seus discípulos para ele: Senhor, ensina‑nos <i>a</i> orar, como também João ensinou <i>a</i>os seus discípulos.","E aconteceu, ao estar ele num certo lugar orando, quando cessou, disse um dos seus discípulos para ele: Senhor, ensina‑nos <n>[a]</n> orar, como também João ensinou <n>[a]</n>os seus discípulos."
Lc,11,4,"e perdoa‑nos os nossos pecados, porque também perdoamos a todo <i>aquele</i> que nos deve; e não nos leva para provação<f>[1]</f>.<pb/>","e perdoa‑nos os nossos pecados, porque também perdoamos a todo <n>[aquele]</n> que nos deve; e não nos leva para provação<f>[1]</f>.<pb/>"
